appliance_name,power_rating_watts,daily_usage_hours,star_rating,daily_consumption_kwh,monthly_bill
Lighting,54,2.6788491027251338,5,0.10849338866036791,3087.487840975817
Refrigerator,209,8.183560602835016,5,1.2827731244943887,1909.2865781936755
Washing Machine,484,1.0764946263729194,5,0.39076754937336966,1909.2865781936755
Air Conditioner,1491,4.3178000624444595,4,5.150271914483752,1909.2865781936755
Television,81,2.11012269885266,5,0.12818995395529909,1909.2865781936755
Microwave,1018,0.9284904256189963,5,0.7089024399601036,1909.2865781936755
Fan,69,1.9138886456935378,5,0.09904373741464058,1909.2865781936755
Lighting,46,4.997749943531809,3,0.19541202279209371,1909.2865781936755
Refrigerator,183,8.448122915199878,5,1.1595048701111832,3901.313464608814
Washing Machine,509,0.3412028181654415,4,0.1389377875569678,3901.313464608814
Air Conditioner,1502,9.703612706094736,2,13.117343656098864,3901.313464608814
Television,92,2.4298280162558012,1,0.21236696862075702,3901.313464608814
Microwave,1018,1.3968610915759865,3,1.208703902540701,3901.313464608814
Fan,73,2.0877289269015447,3,0.12954357991424081,3901.313464608814
Lighting,56,5.4336842924939415,1,0.2890720043606777,3901.313464608814
Refrigerator,182,9.867012891982558,5,1.3468472597556191,2593.327826448122
Washing Machine,518,0.4459840990046581,3,0.19636679879175095,2593.327826448122
Air Conditioner,1499,6.937982898411996,5,7.800027273539687,2593.327826448122
Television,104,1.0132383663106221,5,0.07903259257222853,2593.327826448122
Microwave,994,0.35254683525552716,1,0.33290997653179427,2593.327826448122
Fan,97,8.780465357080532,3,0.7239493686912899,2593.327826448122
Lighting,77,5.29869058958018,4,0.3263993403181391,2593.327826448122
Refrigerator,216,11.191193063847622,4,1.9338381614328695,2779.559256496681
Washing Machine,504,0.9021661998061026,3,0.38648799999693434,2779.559256496681
Air Conditioner,1509,5.156982529943099,1,7.392792305799929,2779.559256496681
Television,80,3.9854376713553803,2,0.28695151233758737,2779.559256496681
Microwave,1008,1.4245477460686755,3,1.2205525088316411,2779.559256496681
Fan,67,1.6187583606296914,1,0.10303396965407986,2779.559256496681
Lighting,66,4.3407482157653465,2,0.2578404440164616,2779.559256496681
Refrigerator,204,9.29440804473401,1,1.8012562790694508,2008.7991857984885
Washing Machine,497,0.31301301493232764,2,0.14001072157923017,2008.7991857984885
Air Conditioner,1512,3.2838987090141343,2,4.468729363226434,2008.7991857984885
Television,94,3.8189393766715067,1,0.3410312863367655,2008.7991857984885
Microwave,982,1.187856766601779,2,1.0498278103226524,2008.7991857984885
Fan,75,4.386090778984533,1,0.31250896800264794,2008.7991857984885
Lighting,63,5.431368866804666,5,0.25663217895652046,2008.7991857984885
Refrigerator,211,11.768509204052592,3,2.110682125746832,2761.628134222815
Washing Machine,518,0.5456280176314436,1,0.2685035474764334,2761.628134222815
Air Conditioner,1488,6.568316716971538,4,7.81892421988292,2761.628134222815
Television,82,1.5944417178062018,1,0.12420700981710313,2761.628134222815
Microwave,999,0.9285425490952743,4,0.7420912052369433,2761.628134222815
Fan,86,3.0523504424326577,3,0.22312681734182724,2761.628134222815
Lighting,45,5.731999139686362,3,0.21924896709300334,2761.628134222815
Refrigerator,196,8.925851015924517,1,1.661993459165145,1967.113662094803
Washing Machine,518,0.5344360224346696,3,0.23531218067798504,1967.113662094803
Air Conditioner,1488,4.41556269712712,4,5.256285834660124,1967.113662094803
Television,115,5.342467954585369,2,0.5529454332995858,1967.113662094803
Microwave,993,0.23874008100419042,1,0.22521545541530302,1967.113662094803
Fan,65,2.278379568939782,1,0.14068993838203153,1967.113662094803
Lighting,44,3.753473448328414,5,0.12386462379483765,1967.113662094803
Refrigerator,189,10.611496909451407,2,1.8050156242976845,2298.7719663063613
Washing Machine,516,1.2284878318140509,5,0.47542479091203765,2298.7719663063613
Air Conditioner,1480,4.266628515993894,2,5.6831491833038665,2298.7719663063613
Television,84,1.1332097901316271,1,0.09043014125250384,2298.7719663063613
Microwave,995,0.9860370897868973,3,0.8339408686872684,2298.7719663063613
Fan,94,6.084405757204356,2,0.5147407270594886,2298.7719663063613
Lighting,53,4.139509216123919,4,0.17551519076365418,2298.7719663063613
Refrigerator,211,9.804256207275644,2,1.8618282537616446,1634.4441577035918
Washing Machine,505,0.7896979368597057,4,0.3190379664913211,1634.4441577035918
Air Conditioner,1501,1.9335430358913999,2,2.612023287185692,1634.4441577035918
Television,112,4.896365405153767,5,0.41129469403291646,1634.4441577035918
Microwave,991,0.852666355549597,5,0.633744268762238,1634.4441577035918
Fan,85,9.543181177425035,2,0.7300533600730152,1634.4441577035918
Lighting,50,5.698874355877764,3,0.24220216012480497,1634.4441577035918
Refrigerator,218,10.149986943214659,2,1.991427438258716,1771.1930906618672
Washing Machine,509,0.9067337998183291,1,0.43845112890215304,1771.1930906618672
Air Conditioner,1513,2.339661136319435,1,3.3629119342887392,1771.1930906618672
Television,105,3.6114172702407146,2,0.3412789320377475,1771.1930906618672
Microwave,996,0.5917730920288387,4,0.47152479972857864,1771.1930906618672
Fan,98,7.019075164491973,2,0.619082429508192,1771.1930906618672
Lighting,65,2.9864336224420667,4,0.15529454836698747,1771.1930906618672
Refrigerator,187,10.720107369447497,4,1.6037280624693455,1975.4881440478844
Washing Machine,506,0.5833084284733923,3,0.250880955086406,1975.4881440478844
Air Conditioner,1506,3.6577759440636988,1,5.2331800431719335,1975.4881440478844
Television,90,5.073218529855788,1,0.4337601843026698,1975.4881440478844
Microwave,1001,0.2720032307616475,3,0.23143394889354774,1975.4881440478844
Fan,73,2.844388599198501,4,0.16611229419319246,1975.4881440478844
Lighting,69,5.654078117435186,4,0.3121051120824223,1975.4881440478844
Refrigerator,193,10.402012050817312,5,1.505691244355806,1719.7894496504764
Washing Machine,495,1.0424929251706896,5,0.38702549846961853,1719.7894496504764
Air Conditioner,1500,3.3302498808362553,5,3.746531115940787,1719.7894496504764
Television,102,3.054816502582823,2,0.28043215493710316,1719.7894496504764
Microwave,1016,0.5843020027692158,4,0.47492066785081866,1719.7894496504764
Fan,63,9.647184398133133,4,0.48621809366590996,1719.7894496504764
Lighting,65,5.480203813915548,4,0.28497059832360855,1719.7894496504764
Refrigerator,199,9.805883141552009,1,1.8538022079104073,1738.285650948614
Washing Machine,511,1.0076066889255904,4,0.4119096144327814,1738.285650948614
Air Conditioner,1489,2.944790791541464,5,3.288595116453931,1738.285650948614
Television,85,3.934396868973725,1,0.3177025471696283,1738.285650948614
Microwave,1003,0.6545940876093511,2,0.5909020828849613,1738.285650948614
Fan,78,9.785971765121126,1,0.7251405077954755,1738.285650948614
Lighting,45,1.3532049951943872,2,0.054804802305372685,1738.285650948614
Refrigerator,206,11.61850552222168,2,2.154070923819899,1748.5602707563517
Washing Machine,508,0.3603350254874259,3,0.1555926640054705,1748.5602707563517
Air Conditioner,1492,2.2314129855808504,3,2.8298779483136345,1748.5602707563517
Television,85,3.7281144854870494,4,0.2535117850131194,1748.5602707563517
Microwave,1012,1.1602025616932812,4,0.9392999939468805,1748.5602707563517
Fan,99,9.760237922666793,5,0.7246976657580094,1748.5602707563517
Lighting,57,4.718613291251144,3,0.22861681396111794,1748.5602707563517
Refrigerator,194,10.1008457501263,4,1.567651260419602,1299.7090307263509
Washing Machine,494,0.747441324330709,5,0.2769270106645277,1299.7090307263509
Air Conditioner,1515,1.6588573719139181,3,2.136193580682148,1299.7090307263509
Television,94,3.8818910046368194,3,0.31016309127048186,1299.7090307263509
Microwave,1005,0.43564094218294436,5,0.3283643601703943,1299.7090307263509
Fan,96,6.6813378320128844,3,0.5451971670922514,1299.7090307263509
Lighting,60,4.9207416547788965,3,0.2509578243937237,1299.7090307263509
Refrigerator,211,8.772586479201756,3,1.5733633850448348,1153.2080725021892
Washing Machine,503,1.2670300833816759,5,0.47798709895573727,1153.2080725021892
Air Conditioner,1512,1.169067892383544,2,1.5908675879555267,1153.2080725021892
Television,83,5.8409120356622095,2,0.4363161290639671,1153.2080725021892
Microwave,987,0.6033282016775958,4,0.47638794804462964,1153.2080725021892
Fan,80,1.5269062317047477,5,0.09161437390228486,1153.2080725021892
Lighting,46,3.8284326680871423,2,0.1584971124588077,1153.2080725021892
Refrigerator,207,8.741941977421195,1,1.719102889859878,2040.222904527244
Washing Machine,483,1.067300871123546,3,0.43818037263977183,2040.222904527244
Air Conditioner,1506,3.357625953503137,2,4.5509262173781515,2040.222904527244
Television,97,4.1870980381395455,5,0.30461138227465195,2040.222904527244
Microwave,999,1.2861879881378673,5,0.9636763501122971,2040.222904527244
Fan,65,4.487293862407714,2,0.2625066909508513,2040.222904527244
Lighting,74,4.719366948611069,5,0.2619248656479143,2040.222904527244
Refrigerator,199,10.167253245352319,4,1.6186267166600894,2200.2328710565166
Washing Machine,486,0.9623416367544473,4,0.37415842837012914,2200.2328710565166
Air Conditioner,1501,4.806520196777596,2,6.493128133826853,2200.2328710565166
Television,95,1.1104728645633957,1,0.10022017602684645,2200.2328710565166
Microwave,999,0.22631084408277993,4,0.18086762659095773,2200.2328710565166
Fan,88,2.131982441013746,2,0.16885300932828867,2200.2328710565166
Lighting,48,5.082957717814061,1,0.2317828719323212,2200.2328710565166
Refrigerator,188,9.366242410570639,2,1.584768215868552,2192.199129342823
Washing Machine,498,0.44863730305654237,2,0.2010792392299423,2192.199129342823
Air Conditioner,1485,5.558185553394153,4,6.603124437432254,2192.199129342823
Television,106,2.8827349856595537,1,0.29029141305591705,2192.199129342823
Microwave,994,0.2056067886698629,2,0.18393583314405937,2192.199129342823
Fan,71,3.116616043947591,3,0.18808777825223708,2192.199129342823
Lighting,46,2.0018386943349658,2,0.08287612194546759,2192.199129342823
Refrigerator,195,8.428808903271285,2,1.4792559625241106,1291.0625174070565
Washing Machine,485,1.0321128824787626,4,0.40045979840175994,1291.0625174070565
Air Conditioner,1518,1.0806506998754843,2,1.4763849861698868,1291.0625174070565
Television,109,1.6066372354378564,4,0.14009876693018108,1291.0625174070565
Microwave,990,1.1902882666609509,2,1.0605468455949074,1291.0625174070565
Fan,87,7.487396941108897,4,0.5211228271011792,1291.0625174070565
Lighting,75,4.467525468751272,2,0.3015579691407108,1291.0625174070565
Refrigerator,182,9.947225007129978,2,1.6293554561678905,2359.47430133584
Washing Machine,488,0.28190416872135526,4,0.1100553874688171,2359.47430133584
Air Conditioner,1507,6.357312014561509,5,7.185351904458145,2359.47430133584
Television,81,4.4021476215154065,4,0.28525916587419836,2359.47430133584
Microwave,998,0.28894483498708223,4,0.23069355625368645,2359.47430133584
Fan,87,4.762975057517426,3,0.35222200550341365,2359.47430133584
Lighting,50,1.0188119068404358,5,0.03820544650651635,2359.47430133584
Refrigerator,199,11.86136267375117,5,1.7703083790573622,1976.0993544437797
Washing Machine,481,0.3900352923398611,1,0.1782266268346995,1976.0993544437797
Air Conditioner,1501,3.6084349748564,2,4.874634807533511,1976.0993544437797
Television,116,2.7003986863511553,4,0.25059699809338726,1976.0993544437797
Microwave,1008,0.9968219850746893,4,0.8038372487642296,1976.0993544437797
Fan,89,3.758088434613109,4,0.26757589654445335,1976.0993544437797
Lighting,79,1.4948076515573452,5,0.0885673533547727,1976.0993544437797
Refrigerator,219,10.452156969224301,1,2.1745712574471154,2247.000207352004
Washing Machine,490,0.5378467674324994,5,0.19765868703144351,2247.000207352004
Air Conditioner,1518,3.421502939160809,1,4.934149388563802,2247.000207352004
Television,100,5.823394760069895,5,0.43675460700524216,2247.000207352004
Microwave,996,1.2221292396934011,1,1.1563786865978962,2247.000207352004
Fan,74,7.321285644083136,5,0.406331353246614,2247.000207352004
Lighting,40,1.7705276273303334,4,0.056656884074570674,2247.000207352004
Refrigerator,187,11.41820681118903,5,1.6014035052692615,1215.9346547968419
Washing Machine,516,0.2970241045012303,3,0.1302747722342396,1215.9346547968419
Air Conditioner,1482,1.5660744195225333,2,2.0888300607591552,1215.9346547968419
Television,83,2.3000469668405277,3,0.16226831351059923,1215.9346547968419
Microwave,993,0.6506767239014596,4,0.5168975894673195,1215.9346547968419
Fan,93,6.269991981301813,4,0.4664874034088549,1215.9346547968419
Lighting,48,2.6102278733700937,4,0.1002327503374116,1215.9346547968419
Refrigerator,194,11.666654278515404,1,2.150164383530389,3245.6007715117694
Washing Machine,517,0.36933001436516544,2,0.17184925568411147,3245.6007715117694
Air Conditioner,1500,8.71559056141892,5,9.805039381596286,3245.6007715117694
Television,104,5.9797049221875636,5,0.46641698393062997,3245.6007715117694
Microwave,988,0.20517504888829957,5,0.15203471122622997,3245.6007715117694
Fan,67,6.899009073270235,2,0.4160102471181952,3245.6007715117694
Lighting,79,5.725025077213036,4,0.36182158487986393,3245.6007715117694
Refrigerator,217,10.705619063463171,4,1.8584954694172067,2281.9627176465196
Washing Machine,500,0.8713537057532879,2,0.39210916758897957,2281.9627176465196
Air Conditioner,1486,4.00447886808068,2,5.355590038171101,2281.9627176465196
Television,88,5.966463813075396,1,0.4987963747731031,2281.9627176465196
Microwave,989,1.050858017622271,4,0.8314388635427408,2281.9627176465196
Fan,71,4.4605533244343025,1,0.30086432173309363,2281.9627176465196
Lighting,63,4.77749126926997,2,0.2708837549676073,2281.9627176465196
Refrigerator,200,10.37286072173079,1,1.97084353712885,3597.2383863820205
Washing Machine,508,1.2446920748012757,4,0.5058428591992385,3597.2383863820205
Air Conditioner,1491,8.968220295822574,4,10.697293168857168,3597.2383863820205
Television,113,5.423870074115074,4,0.4903178547000027,3597.2383863820205
Microwave,1003,1.0747990468441027,5,0.8085175829884761,3597.2383863820205
Fan,61,6.9947825544391025,5,0.3200113018655889,3597.2383863820205
Lighting,65,3.168695900444189,1,0.19566697185242868,3597.2383863820205
Refrigerator,191,9.613778948044061,1,1.7444201901225949,3152.7999005627744
Washing Machine,511,1.3683867876284823,2,0.6293210836303391,3152.7999005627744
Air Conditioner,1512,6.825307890653005,3,8.77188570106724,3152.7999005627744
Television,95,2.843137355717188,4,0.2160784390345063,3152.7999005627744
Microwave,983,1.4862523364120863,1,1.3879367443584267,3152.7999005627744
Fan,71,5.7052041700035065,5,0.3038021220526867,3152.7999005627744
Lighting,57,1.5368785240830898,1,0.08322197207909932,3152.7999005627744
Refrigerator,210,9.893971620823756,4,1.6621872322983908,2589.542094201824
Washing Machine,495,0.41215547867856916,2,0.18361526575130255,2589.542094201824
Air Conditioner,1500,6.4141077056976314,4,7.696929246837158,2589.542094201824
Television,100,1.2920453611884777,2,0.116284082506963,2589.542094201824
Microwave,1001,0.20671986468452483,1,0.19658025532174886,2589.542094201824
Fan,83,9.897110902669283,3,0.6982411741833179,2589.542094201824
Lighting,52,5.671189157260897,4,0.2359214689420533,2589.542094201824
Refrigerator,187,9.939869863165878,2,1.6728800979708172,1642.5145879757258
Washing Machine,495,0.4714663720722198,5,0.1750318906318116,1642.5145879757258
Air Conditioner,1518,2.8315776635569585,5,3.2237511699595975,1642.5145879757258
Television,98,5.180970192626383,2,0.456961570989647,1642.5145879757258
Microwave,1019,0.49776914200532235,3,0.43114274234790995,1642.5145879757258
Fan,95,8.296007937848097,1,0.7487147163907908,1642.5145879757258
Lighting,59,2.8671312487630525,4,0.13532859494161606,1642.5145879757258
Refrigerator,205,9.479810555253652,1,1.8461931056356484,1694.930740986469
Washing Machine,505,1.214369674855996,1,0.582593851512164,1694.930740986469
Air Conditioner,1484,3.024623729107999,4,3.5908332911970167,1694.930740986469
Television,82,1.3656549379699108,4,0.08958696393082616,1694.930740986469
Microwave,992,0.40447746876747387,5,0.30093123676300054,1694.930740986469
Fan,96,3.1959207879923057,1,0.2914679758648983,1694.930740986469
Lighting,68,5.892238494663388,2,0.3606049958733994,1694.930740986469
Refrigerator,180,11.03102685999023,2,1.7870263513184172,2584.8041301660387
Washing Machine,495,1.0752625270918441,2,0.4790294558194165,2584.8041301660387
Air Conditioner,1501,5.381657382707719,2,7.270080958299857,2584.8041301660387
Television,87,1.0090437479532302,4,0.07022944485754481,2584.8041301660387
Microwave,982,0.7372382855084876,4,0.5791743970954679,2584.8041301660387
Fan,69,3.855824545470736,3,0.22614410959185866,2584.8041301660387
Lighting,76,5.238779123429807,2,0.3583324920425988,2584.8041301660387
Refrigerator,189,9.859738309334544,3,1.5839669593945944,2545.9980200334185
Washing Machine,507,1.4460425941062136,4,0.5865148761694803,2545.9980200334185
Air Conditioner,1500,5.106775599573025,1,7.2771552293915605,2545.9980200334185
Television,102,3.2919623068038857,2,0.3022021397645967,2545.9980200334185
Microwave,997,0.205102990423421,4,0.1635901451617206,2545.9980200334185
Fan,85,5.396153068060855,2,0.4128057097066554,2545.9980200334185
Lighting,77,4.579383504609887,4,0.2820900238839691,2545.9980200334185
Refrigerator,205,9.388027047391471,5,1.4434091585364386,3617.5227440810286
Washing Machine,509,1.2720371520370084,5,0.48560018279012795,3617.5227440810286
Air Conditioner,1483,8.276339689260432,2,11.0464305832559,3617.5227440810286
Television,117,4.655992243164882,2,0.49027598320526217,3617.5227440810286
Microwave,1005,0.8435773445736363,1,0.8054054697316791,3617.5227440810286
Fan,67,9.478192177444674,5,0.47627915691659484,3617.5227440810286
Lighting,68,5.040416396825879,1,0.3256108992349518,3617.5227440810286
Refrigerator,219,11.143519678119652,1,2.3184092690327933,3657.217390704086
Washing Machine,495,1.2703098589622135,3,0.5344828731583513,3657.217390704086
Air Conditioner,1490,8.971774956194688,4,10.69435574778407,3657.217390704086
Television,85,2.670641922451118,2,0.20430410706751054,3657.217390704086
Microwave,1003,1.1605467205913507,4,0.9312226886024997,3657.217390704086
Fan,67,6.31879915843962,2,0.3810235892539091,3657.217390704086
Lighting,40,5.456484990663307,4,0.17460751970122582,3657.217390704086
Refrigerator,197,11.25039456359109,2,1.9946949561247003,2747.9632947234436
Washing Machine,507,0.20980961538374648,2,0.09573612749960353,2747.9632947234436
Air Conditioner,1509,5.930690860690694,2,8.05447125790403,2747.9632947234436
Television,105,1.607232452574188,5,0.1265695556402173,2747.9632947234436
Microwave,1014,0.5896467765254347,3,0.5082165566872723,2747.9632947234436
Fan,71,9.06129728691488,5,0.4825140805282173,2747.9632947234436
Lighting,68,3.6793044502674874,5,0.18764452696364187,2747.9632947234436
Refrigerator,184,10.340164530330794,2,1.7123312462227795,3636.4538662936698
Washing Machine,488,0.34112021277626303,1,0.15814333064307554,3636.4538662936698
Air Conditioner,1483,9.287115393040246,4,11.018233702302949,3636.4538662936698
Television,88,4.826715173529223,3,0.36103829497998585,3636.4538662936698
Microwave,1005,1.3632104801861125,2,1.2330238793283386,3636.4538662936698
Fan,65,7.0250985516581235,3,0.38813669497911135,3636.4538662936698
Lighting,78,4.238068794882647,3,0.2809839611007195,3636.4538662936698
Refrigerator,217,11.010034475213008,1,2.2697186070651614,1527.7747058219463
Washing Machine,509,0.70757325548917,4,0.28812382963519007,1527.7747058219463
Air Conditioner,1508,1.706907676465637,4,2.0592134208881445,1527.7747058219463
Television,98,5.000496542649314,3,0.4165413620026879,1527.7747058219463
Microwave,995,0.8175256217839486,1,0.7727660939912774,1527.7747058219463
Fan,86,4.538839221228653,3,0.33178914707181445,1527.7747058219463
Lighting,54,5.619147661000021,5,0.22757548027050084,1527.7747058219463
Refrigerator,212,8.273542423206262,5,1.3154932452897956,3625.0419373445193
Washing Machine,508,1.1269531757201814,5,0.4293691599493892,3625.0419373445193
Air Conditioner,1486,8.129230452429088,1,11.476034629694142,3625.0419373445193
Television,88,1.029406599274151,1,0.08605839169931902,3625.0419373445193
Microwave,1007,1.2586619358758755,1,1.2040989409556562,3625.0419373445193
Fan,80,5.8226262326373295,2,0.41922908874988773,3625.0419373445193
Lighting,73,3.179140625825978,5,0.17405794926397228,3625.0419373445193
Refrigerator,195,9.048699277188526,3,1.4998219051939983,1695.3952280186295
Washing Machine,488,0.376156149012428,2,0.16520778064625838,1695.3952280186295
Air Conditioner,1498,3.535067052191682,4,4.236424355346512,1695.3952280186295
Television,116,1.6462652936251623,2,0.17187009665446695,1695.3952280186295
Microwave,996,0.6943418213820147,3,0.5878297859820136,1695.3952280186295
Fan,87,4.394708595789844,4,0.3058717182669731,1695.3952280186295
Lighting,44,2.3234722804003463,1,0.09712114132073446,1695.3952280186295
Refrigerator,216,11.749259859255933,1,2.410948123119317,1428.2501495780575
Washing Machine,504,0.248360639510139,5,0.09388032173483254,1428.2501495780575
Air Conditioner,1494,1.3004802375851465,2,1.748625727456988,1428.2501495780575
Television,80,5.943593723622735,2,0.42793874810083693,1428.2501495780575
Microwave,1013,1.0132592701299172,2,0.9237884765774454,1428.2501495780575
Fan,77,4.70626584559526,3,0.30802509959420976,1428.2501495780575
Lighting,45,1.1210605429612825,5,0.03783579332494329,1428.2501495780575
Refrigerator,212,10.201770577542632,1,2.0546365943170857,1360.590961646092
Washing Machine,515,1.2229494665133747,1,0.5983280264916686,1360.590961646092
Air Conditioner,1510,1.3465087239541678,5,1.5249211298780951,1360.590961646092
Television,113,5.209638786007848,5,0.44151688711416515,1360.590961646092
Microwave,981,0.5285944208948359,4,0.41484090151826725,1360.590961646092
Fan,75,8.077458684534328,4,0.48464752107205966,1360.590961646092
Lighting,45,3.5143379290614023,1,0.15023794646737493,1360.590961646092
Refrigerator,185,11.055715181875541,5,1.5339804814852314,1820.2395698560595
Washing Machine,511,1.2538151588945066,2,0.5766295915755836,1820.2395698560595
Air Conditioner,1489,3.39528218739755,4,4.044460141627962,1820.2395698560595
Television,107,4.815174881216017,1,0.48946252667560813,1820.2395698560595
Microwave,1006,0.6821468824546755,5,0.5146798228120526,1820.2395698560595
Fan,96,2.4312554369005985,4,0.18672041755396598,1820.2395698560595
Lighting,57,4.402558805845075,1,0.23839855933651077,1820.2395698560595
Refrigerator,204,10.10722760103381,2,1.8556869875498074,2199.225377525879
Washing Machine,512,1.0057525931175344,3,0.437703528524751,2199.225377525879
Air Conditioner,1511,4.246588999897638,4,5.133276783076265,2199.225377525879
Television,107,4.834444131712154,2,0.4655569698838804,2199.225377525879
Microwave,1016,1.1000051385241254,2,1.0058446986664602,2199.225377525879
Fan,71,2.4079386264297344,3,0.14531909610503446,2199.225377525879
Lighting,50,2.527389667753662,1,0.12005100921829895,2199.225377525879
Refrigerator,210,8.518865031099892,4,1.431169325224782,2879.5898325866297
Washing Machine,507,1.2275888588489683,3,0.5290294187209629,2879.5898325866297
Air Conditioner,1517,6.335573992214961,2,8.649959171571085,2879.5898325866297
Television,106,4.991198810251678,5,0.3968003054150084,2879.5898325866297
Microwave,988,0.35225722810309457,1,0.3306286342975645,2879.5898325866297
Fan,84,5.901587585393627,1,0.47094668931441147,2879.5898325866297
Lighting,68,3.488187951601892,4,0.18975742456714295,2879.5898325866297
Refrigerator,193,8.296410568618327,4,1.28096579179467,3250.4627844903944
Washing Machine,501,1.3003440236079957,5,0.4886042668707044,3250.4627844903944
Air Conditioner,1486,7.0909443404508075,2,9.483428960918909,3250.4627844903944
Television,104,3.5430312339618766,1,0.3500514859154334,3250.4627844903944
Microwave,991,1.378225647668546,1,1.2975305359975524,3250.4627844903944
Fan,63,7.071139722086528,2,0.4009336222423061,3250.4627844903944
Lighting,76,3.7473726259607814,3,0.24208027163706647,3250.4627844903944
Refrigerator,212,8.034719734050595,4,1.362688466894981,3648.729195410944
Washing Machine,501,0.6923742579424638,3,0.2948475777447982,3648.729195410944
Air Conditioner,1514,9.903440716843473,5,11.245356933975764,3648.729195410944
Television,104,5.90580103507955,1,0.5834931422658596,3648.729195410944
Microwave,1011,1.4268314688735877,2,1.2982739535280774,3648.729195410944
Fan,63,5.571140146779426,1,0.3334327377847486,3648.729195410944
Lighting,57,1.862839956535944,4,0.08494550201803905,3648.729195410944
Refrigerator,217,11.894055090398412,1,2.4519594568856324,1906.049854315574
Washing Machine,516,0.42053345750822757,4,0.17359621125939637,1906.049854315574
Air Conditioner,1509,2.9454969828515445,1,4.222517199766831,1906.049854315574
Television,81,2.3118368866046626,2,0.16853290903347992,1906.049854315574
